id,first_name,second_name,web_name,team,position,ict_index,points_per_game,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,bonus,form,value_form,value_season,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,chance_of_playing_next_round,Cost
221,Fernando,Luiz Rosa,Fernandinho,MCI,MID,70.6,1.9,0.7,44,1995,0,0,9,1,1.3,0.2,8.5,23,1,0,0,6,1,0,100.0,5.2
222,Ilkay,Gündogan,Gündogan,MCI,MID,120.7,2.1,1.3,52,1585,2,1,4,4,2.0,0.4,10.0,26,0,0,1,7,0,0,100.0,5.2
223,Chris,Smalling,Smalling,MUN,DEF,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.2
224,Ashley,Young,Young,MUN,DEF,49.1,2.0,0.3,24,953,0,0,2,0,0.0,0.0,4.4,10,0,0,0,5,0,0,0.0,5.4
225,Victor,Lindelöf,Lindelöf,MUN,DEF,56.6,3.0,1.2,79,2340,1,0,7,7,4.0,0.8,14.9,27,1,0,0,5,0,0,100.0,5.3
226,Luke,Shaw,Shaw,MUN,DEF,60.5,2.6,0.7,46,1233,0,0,5,2,5.2,1.0,8.5,11,0,0,0,5,0,0,100.0,5.4
227,Marcos,Rojo,Rojo,MUN,DEF,2.8,1.0,0.1,3,121,0,0,0,0,0.0,0.0,0.6,2,0,0,0,1,0,0,0.0,4.8
228,Eric,Bailly,Bailly,MUN,DEF,3.2,3.5,0.1,7,102,0,0,1,0,1.8,0.4,1.4,0,0,0,0,0,0,0,100.0,4.9
229,José Diogo,Dalot Teixeira,Dalot,MUN,DEF,1.9,1.0,0.1,4,65,0,0,0,0,0.2,0.0,0.8,1,0,0,0,0,0,0,100.0,4.9
230,Matteo,Darmian,Darmian,MUN,DEF,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.9
231,Phil,Jones,Jones,MUN,DEF,4.7,1.0,0.2,2,135,0,0,0,0,0.0,0.0,0.4,3,0,0,0,0,0,0,100.0,4.8
232,Romelu,Lukaku,Lukaku,MUN,FWD,0.0,0.0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8.5
233,Marcus,Rashford,Rashford,MUN,FWD,202.3,6.1,9.5,134,1876,14,5,4,26,0.0,0.0,15.1,23,0,0,2,2,0,0,0.0,8.9
234,Mason,Greenwood,Greenwood,MUN,FWD,62.8,2.4,11.5,53,644,5,0,1,7,2.5,0.6,12.3,9,0,0,0,0,0,0,100.0,4.3
235,David,de Gea,de Gea,MUN,GKP,54.1,3.6,11.4,103,2610,0,0,8,7,6.0,1.1,19.1,30,0,0,0,2,0,75,100.0,5.4
236,Sergio,Romero,Romero,MUN,GKP,0.0,0.0,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.7
237,Lee,Grant,Grant,MUN,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.8
238,Paul,Pogba,Pogba,MUN,MID,46.5,2.4,2.8,17,521,0,2,1,0,0.0,0.0,2.0,5,0,0,1,0,0,0,0.0,8.3
239,Anthony,Martial,Martial,MUN,MID,178.8,5.3,12.7,122,1875,11,3,9,7,6.5,0.8,15.4,21,0,0,1,1,0,0,100.0,7.9
240,Alexis,Sánchez,Sánchez,MUN,MID,0.0,0.0,0.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6.8
241,Jesse,Lingard,Lingard,MUN,MID,59.1,1.2,0.7,25,882,0,0,1,0,0.0,0.0,4.0,14,0,0,0,3,0,0,100.0,6.3
242,Juan,Mata,Mata,MUN,MID,52.5,2.1,0.4,36,727,0,2,4,2,0.2,0.0,5.8,8,0,0,0,1,0,0,,6.2
243,Daniel,James,James,MUN,MID,137.4,3.3,5.7,89,2166,3,6,7,2,2.2,0.4,15.3,27,0,0,0,3,0,0,100.0,5.8
244,Frederico,Rodrigues de Paula Santos,Fred,MUN,MID,114.1,1.8,0.4,46,2026,0,0,6,0,2.0,0.4,8.7,24,0,0,0,7,0,0,,5.3
245,Angel,Gomes,Gomes,MUN,MID,3.1,1.0,0.1,2,19,0,0,0,0,0.0,0.0,0.4,1,0,0,0,0,0,0,100.0,4.8
246,Andreas,Pereira,Pereira,MUN,MID,100.3,2.5,0.4,58,1442,1,3,6,1,0.2,0.0,12.1,16,0,0,0,3,0,0,,4.8
247,Nemanja,Matic,Matic,MUN,MID,41.2,2.8,0.4,33,958,0,1,6,2,4.0,0.8,6.9,8,0,0,0,1,0,0,100.0,4.8
248,Scott,McTominay,McTominay,MUN,MID,89.5,3.2,1.1,64,1545,3,2,2,6,2.2,0.4,13.1,18,0,0,0,2,0,0,100.0,4.9
249,Tahith,Chong,Chong,MUN,MID,0.7,1.0,0.6,3,34,0,0,0,0,0.2,0.0,0.7,0,0,0,0,0,0,0,,4.3
250,James,Garner,Garner,MUN,MID,0.5,1.0,0.2,1,8,0,0,0,0,0.0,0.0,0.2,1,0,0,0,0,0,0,,4.3
251,Matt,Ritchie,Ritchie,NEW,DEF,50.7,3.0,0.2,30,712,0,0,5,0,2.2,0.4,5.7,8,0,0,1,3,0,0,100.0,5.3
252,Fabian,Schär,Schär,NEW,DEF,60.0,2.9,1.2,53,1394,2,1,4,2,0.5,0.1,10.6,28,0,0,0,4,0,0,100.0,5.0
253,DeAndre,Yedlin,Yedlin,NEW,DEF,26.8,1.9,0.1,23,772,1,0,1,0,0.0,0.0,5.2,11,0,0,0,3,0,0,100.0,4.4
254,Federico,Fernández,Fernández,NEW,DEF,78.5,3.7,2.9,85,1807,2,2,6,13,4.5,1.0,18.9,25,0,0,0,4,0,0,,4.5
255,Paul,Dummett,Dummett,NEW,DEF,37.7,2.8,0.2,44,1227,0,0,5,4,0.0,0.0,10.0,20,1,0,0,2,0,0,0.0,4.4
256,Javier,Manquillo,Manquillo,NEW,DEF,25.0,3.2,0.1,42,961,0,1,5,4,2.5,0.6,9.8,12,0,0,0,4,0,0,100.0,4.3
257,Florian,Lejeune,Lejeune,NEW,DEF,22.5,4.0,0.1,24,440,2,0,1,1,0.0,0.0,5.5,10,0,0,0,0,0,0,100.0,4.4
258,Jamaal,Lascelles,Lascelles,NEW,DEF,44.4,3.4,4.4,64,1630,1,0,7,3,3.2,0.7,14.9,25,0,0,0,2,0,0,100.0,4.3
259,Ciaran,Clark,Clark,NEW,DEF,47.6,3.5,0.2,49,1186,2,0,4,2,0.2,0.0,11.4,14,0,0,0,3,0,0,0.0,4.3
260,Yoshinori,Muto,Muto,NEW,FWD,3.7,1.1,0.1,8,201,0,0,0,0,0.0,0.0,1.6,6,0,0,0,0,0,0,100.0,5.1
261,Jose Luis,Mato Sanmartín,Joselu,NEW,FWD,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.0
262,Martin,Dubravka,Dubravka,NEW,GKP,84.9,4.1,1.9,118,2610,0,0,9,7,4.8,1.0,23.6,41,0,0,0,0,0,116,,5.0
263,Karl,Darlow,Darlow,NEW,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.3
264,Frederick,Woodman,Woodman,NEW,GKP,0.0,0.0,0.7,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.0
265,Ayoze,Pérez,Pérez,LEI,MID,147.1,4.4,8.8,110,1578,7,5,7,9,1.5,0.2,17.7,17,0,0,0,0,0,0,,6.2
266,Miguel,Almirón,Almirón,NEW,MID,116.1,2.8,0.8,79,2370,2,1,10,5,2.2,0.4,13.6,37,0,0,0,5,0,0,100.0,5.8
267,Christian,Atsu,Atsu,NEW,MID,36.3,2.0,0.1,36,732,0,3,3,0,0.0,0.0,6.8,14,0,0,0,2,0,0,100.0,5.3
268,Sung-yueng,Ki,Ki Sung-yueng,NEW,MID,5.8,1.3,0.0,4,135,0,0,0,0,0.0,0.0,0.9,6,0,0,0,0,0,0,0.0,4.7
269,Jonjo,Shelvey,Shelvey,NEW,MID,102.4,4.1,0.6,69,1339,5,0,6,9,1.2,0.2,14.1,18,0,0,0,2,0,0,100.0,4.9
270,Sean,Longstaff,Longstaff,NEW,MID,55.0,1.8,0.3,37,1297,0,2,2,0,1.0,0.2,7.4,24,0,0,0,2,1,0,100.0,5.0
271,Isaac,Hayden,Hayden,NEW,MID,70.5,2.5,4.9,61,1965,1,3,7,2,1.8,0.4,14.2,32,0,0,0,4,1,0,100.0,4.3
272,Timm,Klose,Klose,NOR,DEF,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
273,Ben,Godfrey,Godfrey,NOR,DEF,54.3,1.5,0.1,32,1834,0,0,3,0,2.0,0.5,7.3,39,0,0,0,2,1,0,100.0,4.4
274,Maximillian,Aarons,Aarons,NOR,DEF,95.0,2.1,1.3,58,2430,0,2,5,3,3.8,0.9,13.5,48,0,0,0,6,0,0,100.0,4.3
275,Christoph,Zimmermann,Zimmermann,NOR,DEF,39.1,2.3,0.0,35,1295,0,1,3,1,0.5,0.1,8.0,21,0,0,0,2,0,0,100.0,4.4
276,Jamal,Lewis,Lewis,NOR,DEF,56.5,2.2,0.3,41,1495,1,0,3,3,5.0,1.1,9.3,33,0,0,0,2,0,0,100.0,4.4
277,Grant,Hanley,Hanley,NOR,DEF,40.0,1.5,2.8,23,1261,0,0,2,1,2.2,0.6,5.8,25,1,0,0,4,0,0,100.0,4.0
278,Teemu,Pukki,Pukki,NOR,FWD,199.5,4.5,12.8,127,2481,11,3,6,21,2.0,0.3,19.5,47,0,0,0,3,0,0,100.0,6.5
279,Dennis,Srbeny,Srbeny,NOR,FWD,7.0,1.6,0.0,13,41,1,0,0,1,0.0,0.0,2.5,2,0,0,0,0,0,0,0.0,5.2
280,Tim,Krul,Krul,NOR,GKP,77.6,3.4,2.5,91,2430,0,0,5,10,3.8,0.8,20.2,45,1,2,0,4,0,95,100.0,4.5
281,Michael,McGovern,McGovern,NOR,GKP,6.5,5.5,6.2,11,158,0,0,0,2,0.0,0.0,2.8,6,0,1,0,0,0,7,,4.0
282,Mario,Vrancic,Vrancic,NOR,MID,29.3,1.7,0.1,20,377,1,0,0,1,0.2,0.0,3.2,8,0,0,0,2,0,0,100.0,6.2
283,Emiliano,Buendía,Buendía,NOR,MID,197.5,2.9,0.7,80,2013,0,7,3,10,1.5,0.2,13.3,41,0,0,0,4,0,0,100.0,6.0
284,Onel,Hernández,Hernández,NOR,MID,54.6,1.9,0.1,33,756,1,1,1,0,0.0,0.0,6.2,15,0,0,0,0,0,0,0.0,5.3
285,Marco,Stiepermann,Stiepermann,NOR,MID,50.4,1.4,0.1,26,928,0,0,1,0,0.5,0.1,5.1,24,0,0,0,4,0,0,,5.1
286,Kenny,McLean,McLean,NOR,MID,97.6,2.2,0.2,62,2288,1,1,5,0,2.2,0.5,12.9,45,0,0,0,4,0,0,100.0,4.8
287,Todd,Cantwell,Cantwell,NOR,MID,152.6,3.4,19.8,100,2067,6,2,6,10,2.0,0.4,20.8,41,0,0,0,4,0,0,100.0,4.8
288,Moritz,Leitner,Leitner,NOR,MID,28.8,1.8,0.2,16,683,0,0,1,0,0.0,0.0,3.7,16,0,0,0,1,0,0,100.0,4.3
289,Alexander,Tettey,Tettey,NOR,MID,53.5,2.4,0.4,55,1782,1,1,5,3,2.2,0.5,12.2,30,0,0,0,4,0,0,100.0,4.5
290,Tom,Trybull,Trybull,NOR,MID,32.0,1.8,0.6,25,1022,0,0,2,0,0.0,0.0,5.7,21,0,0,0,2,0,0,100.0,4.4
291,Enda,Stevens,Stevens,SHU,DEF,124.8,3.9,2.9,110,2445,2,2,10,8,6.5,1.3,21.6,25,0,0,0,5,0,0,75.0,5.1
292,Kieron,Freeman,Freeman,SHU,DEF,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,4.2
293,Jack,O'Connell,O'Connell,SHU,DEF,97.2,3.4,3.5,96,2520,0,1,10,6,4.0,0.9,20.4,25,0,0,0,3,0,0,,4.7
294,George,Baldock,Baldock,SHU,DEF,94.9,4.1,11.2,115,2520,2,4,10,7,4.0,0.8,22.5,25,0,0,0,6,0,0,,5.1
295,John,Egan,Egan,SHU,DEF,83.2,3.5,2.4,94,2418,0,1,10,4,4.0,0.9,20.4,22,0,0,0,2,0,0,100.0,4.6
296,Richard,Stearman,Stearman,SHU,DEF,0.0,0.0,2.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
297,John,Lundstram,Lundstram,SHU,DEF,116.3,4.7,38.8,128,2065,4,4,9,15,6.5,1.4,26.7,20,0,0,0,4,0,0,100.0,4.8
298,Billy,Sharp,Sharp,SHU,FWD,48.6,2.2,0.5,40,660,3,0,2,9,5.5,1.0,7.1,6,0,0,0,1,1,0,100.0,5.6
299,Jake,Eastwood,Eastwood,SHU,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.3
300,Mark,Duffy,Duffy,SHU,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.2
301,John,Fleck,Fleck,SHU,MID,148.8,3.8,5.5,94,2188,5,2,8,13,2.5,0.5,18.8,21,0,0,0,7,0,0,100.0,5.0
302,Oliver,Norwood,Norwood,SHU,MID,125.7,2.8,0.5,77,2373,1,2,10,6,2.5,0.5,15.7,25,0,0,0,6,0,0,,4.9
303,David,McGoldrick,McGoldrick,SHU,FWD,83.9,2.0,0.2,42,1349,0,2,5,3,1.0,0.2,7.8,13,0,0,0,2,0,0,100.0,5.4
304,Jannik,Vestergaard,Vestergaard,SOU,DEF,48.5,2.8,2.0,39,1135,1,0,3,6,0.2,0.0,8.5,23,0,0,0,2,0,0,100.0,4.6
305,Ryan,Bertrand,Bertrand,SOU,DEF,94.8,2.0,0.8,49,2022,1,1,4,0,2.5,0.5,10.2,45,0,0,0,3,1,0,100.0,4.8
306,Yan,Valery,Valery,SOU,DEF,21.3,1.2,0.1,11,644,0,1,0,0,0.5,0.1,2.4,19,0,0,0,1,0,0,100.0,4.6
307,Jan,Bednarek,Bednarek,SOU,DEF,65.4,2.3,0.8,62,2427,1,0,5,3,2.2,0.5,14.1,50,0,0,0,3,0,0,100.0,4.4
308,Jack,Stephens,Stephens,SOU,DEF,59.9,3.0,3.6,64,1827,1,3,4,6,2.2,0.5,14.2,33,0,0,0,2,0,0,,4.5
309,Matt,Targett,Targett,AVL,DEF,92.6,3.0,0.8,60,1688,1,3,3,10,0.7,0.2,13.6,35,0,0,0,3,0,0,100.0,4.4
310,Maya,Yoshida,Yoshida,SOU,DEF,17.7,1.2,0.2,10,558,0,0,1,1,0.0,0.0,2.4,18,0,0,0,1,0,0,0.0,4.2
311,Kayne,Ramsay,Ramsay,SOU,DEF,0.0,0.0,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
312,Charlie,Austin,Austin,SOU,FWD,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6.0
313,Danny,Ings,Ings,SOU,FWD,208.1,4.8,29.9,140,1993,15,1,3,28,3.0,0.4,19.7,36,0,0,0,2,0,0,,7.1
314,Michael,Obafemi,Obafemi,SOU,FWD,31.3,1.9,0.2,28,479,2,0,2,2,2.0,0.4,5.7,10,0,0,0,1,0,0,100.0,4.9
315,Shane,Long,Long,SOU,FWD,87.4,2.8,2.5,53,1131,2,3,3,4,3.8,0.8,11.5,19,0,0,0,0,0,0,100.0,4.6
316,Sam,Gallagher,Gallagher,SOU,FWD,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.5
317,Fraser,Forster,Forster,SOU,GKP,0.0,0.0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
318,Alex,McCarthy,McCarthy,SOU,GKP,48.4,3.6,4.6,68,1710,0,0,4,5,5.8,1.3,15.1,27,0,1,0,0,0,58,100.0,4.5
319,Angus,Gunn,Gunn,SOU,GKP,22.1,2.9,1.4,29,900,0,0,2,3,0.0,0.0,6.9,25,0,0,0,0,0,30,,4.2
320,Nathan,Redmond,Redmond,SOU,MID,124.2,3.0,0.6,69,1955,3,1,4,5,0.0,0.0,11.1,43,0,0,0,2,0,0,0.0,6.2
321,James,Ward-Prowse,Ward-Prowse,SOU,MID,171.6,3.2,1.7,93,2610,4,4,6,6,3.0,0.5,16.3,52,0,0,1,7,0,0,100.0,5.7
322,Mohamed,Elyounoussi,Elyounoussi,SOU,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.2
323,Stuart,Armstrong,Armstrong,SOU,MID,64.9,2.8,0.3,58,1134,3,1,4,6,3.2,0.6,11.2,18,0,0,0,3,0,0,75.0,5.2
324,Mario,Lemina,Lemina,SOU,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.7
325,Pierre-Emile,Højbjerg,Højbjerg,SOU,MID,116.0,2.4,0.5,66,2447,0,3,6,1,2.2,0.5,13.8,48,0,0,0,5,0,0,100.0,4.8
326,Tyreke,Johnson,Johnson,SOU,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,4.4
327,Callum,Slattery,Slattery,SOU,MID,0.0,0.0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.4
328,Oriol,Romeu Vidal,Oriol Romeu,SOU,MID,44.3,1.6,1.5,36,1308,0,0,3,0,0.5,0.1,8.4,32,0,0,0,3,0,0,,4.3
329,Ben,Davies,Davies,TOT,DEF,25.6,1.1,0.1,10,630,0,0,0,0,0.5,0.1,1.9,13,0,0,0,2,0,0,75.0,5.3
330,Jan,Vertonghen,Vertonghen,TOT,DEF,49.6,2.7,1.6,52,1543,1,1,3,4,1.0,0.2,10.0,23,0,0,0,2,0,0,100.0,5.2
331,Toby,Alderweireld,Alderweireld,TOT,DEF,98.5,2.4,4.7,66,2417,1,2,4,2,2.0,0.4,12.5,36,1,0,0,4,0,0,,5.3
332,Danny,Rose,Rose,NEW,DEF,45.8,1.8,1.3,31,1242,0,0,3,0,3.2,0.6,5.8,19,0,0,0,6,0,0,100.0,5.3
333,Davinson,Sánchez,Sánchez,TOT,DEF,54.1,1.8,0.9,39,1890,0,1,2,1,1.8,0.3,7.4,31,0,0,0,5,0,0,100.0,5.3
334,Kieran,Trippier,Trippier,TOT,DEF,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5.5
335,Juan,Foyth,Foyth,TOT,DEF,3.1,0.8,0.0,3,66,0,0,0,0,0.0,0.0,0.6,3,0,0,0,1,0,0,100.0,4.8
336,Serge,Aurier,Aurier,TOT,DEF,116.0,3.5,5.8,85,1909,1,6,5,11,2.5,0.5,17.0,27,1,0,0,1,1,0,100.0,5.0
337,Kyle,Walker-Peters,Walker-Peters,SOU,DEF,12.9,1.5,0.6,6,313,0,0,0,0,0.2,0.0,1.4,6,0,0,0,0,0,0,100.0,4.4
338,Harry,Kane,Kane,TOT,FWD,151.8,5.2,8.5,104,1778,11,2,2,16,0.0,0.0,9.6,29,0,0,0,2,0,0,0.0,10.8
339,Vincent,Janssen,Janssen,TOT,FWD,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.5
340,Hugo,Lloris,Lloris,TOT,GKP,36.8,4.2,3.4,51,998,0,0,2,6,2.8,0.5,9.6,14,0,1,0,0,0,50,100.0,5.3
341,Paulo,Gazzaniga,Gazzaniga,TOT,GKP,46.1,3.2,2.0,58,1612,0,0,2,6,0.2,0.0,13.8,26,0,1,0,1,0,59,,4.2
342,Heung-Min,Son,Son,TOT,MID,192.2,5.8,4.4,122,1744,9,9,4,13,3.2,0.3,12.4,25,0,0,1,0,2,0,0.0,9.8
343,Christian,Eriksen,Eriksen,TOT,MID,83.3,2.4,2.4,48,1090,2,2,1,6,0.0,0.0,5.6,18,0,0,0,5,0,0,0.0,8.6
344,Bamidele,Alli,Alli,TOT,MID,145.5,5.2,4.7,114,1758,8,6,4,12,4.5,0.5,13.7,24,0,0,0,2,0,0,100.0,8.3
345,Lucas,Rodrigues Moura da Silva,Lucas Moura,TOT,MID,135.2,2.8,4.8,76,1675,4,3,3,1,1.8,0.3,10.7,23,0,0,0,2,0,0,,7.1
346,Erik,Lamela,Lamela,TOT,MID,72.6,2.9,1.1,50,929,2,4,3,2,2.0,0.4,8.8,10,0,0,0,3,0,0,100.0,5.7
347,Harry,Winks,Winks,TOT,MID,57.5,1.5,0.3,35,1589,0,0,3,0,1.0,0.2,6.7,27,0,0,0,8,0,0,100.0,5.2
348,Victor,Wanyama,Wanyama,TOT,MID,0.2,0.5,0.1,1,24,0,0,0,0,0.0,0.0,0.2,2,0,0,0,1,0,0,0.0,4.7
349,Moussa,Sissoko,Sissoko,TOT,MID,61.1,2.5,1.2,49,1688,2,1,3,0,0.0,0.0,10.2,25,0,0,0,6,0,0,0.0,4.8
350,Eric,Dier,Dier,TOT,MID,34.3,1.8,0.2,25,890,0,2,1,0,2.0,0.4,5.2,18,0,0,0,4,0,0,100.0,4.8
351,Luke,Amos,Amos,TOT,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.4
352,Oliver,Skipp,Skipp,TOT,MID,1.4,1.0,0.7,4,57,0,0,0,0,0.2,0.0,0.9,1,0,0,0,0,0,0,,4.3
353,José,Holebas,Holebas,WAT,DEF,43.8,1.3,0.7,16,1004,0,0,2,0,0.0,0.0,3.5,26,0,0,0,5,0,0,100.0,4.6
354,Christian,Kabasele,Kabasele,WAT,DEF,47.3,3.2,0.5,60,1575,0,1,7,4,3.3,0.8,14.0,19,0,0,0,1,2,0,100.0,4.3
355,Adam,Masina,Masina,WAT,DEF,49.9,2.8,0.3,48,1221,1,0,5,2,3.3,0.8,11.2,19,0,0,0,3,0,0,100.0,4.3
356,Adrian,Mariappa,Mariappa,WAT,DEF,28.7,1.6,0.3,24,1226,0,0,3,1,0.0,0.0,5.7,25,1,0,0,2,1,0,100.0,4.2
357,Francisco,Femenía Far,Kiko Femenía,WAT,DEF,52.2,1.9,0.4,36,1524,0,0,4,0,2.3,0.5,8.6,29,0,0,0,5,0,0,100.0,4.2
358,Craig,Cathcart,Cathcart,WAT,DEF,51.8,2.8,3.3,76,2353,0,0,9,3,2.7,0.6,17.7,33,0,0,0,6,0,0,100.0,4.3
359,Daryl,Janmaat,Janmaat,WAT,DEF,27.1,4.5,0.6,36,606,0,1,4,7,0.0,0.0,9.0,5,1,0,0,1,0,0,0.0,4.0
360,Marc,Navarro,Navarro,WAT,DEF,0.0,0.0,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3.9
361,Sebastian,Prödl,Prödl,WAT,DEF,1.0,1.0,1.1,1,56,0,0,0,0,0.0,0.0,0.3,0,0,0,0,0,0,0,0.0,3.9
362,Troy,Deeney,Deeney,WAT,FWD,123.7,3.9,2.0,70,1501,6,2,6,10,5.0,0.8,11.3,20,0,0,1,3,0,0,100.0,6.2
363,Gerard,Deulofeu,Deulofeu,WAT,FWD,195.4,3.1,2.0,88,2097,4,5,8,9,1.0,0.2,14.4,33,0,0,0,3,0,0,0.0,6.1
364,Andre,Gray,Gray,WAT,FWD,50.2,1.8,0.4,36,712,2,1,0,2,0.3,0.1,6.5,17,0,0,0,1,0,0,,5.5
365,Isaac,Success Ajayi,Success,WAT,FWD,3.7,0.8,0.3,4,65,0,0,0,0,0.0,0.0,0.9,3,0,0,0,1,0,0,100.0,4.7
366,Ben,Foster,Foster,WAT,GKP,71.3,3.8,4.2,111,2610,0,0,9,15,3.3,0.7,22.7,44,0,0,0,1,0,89,,4.9
367,Pontus,Dahlberg,Dahlberg,WAT,GKP,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.3
368,Abdoulaye,Doucouré,Doucouré,WAT,MID,149.6,3.3,2.9,93,2443,4,3,9,9,3.0,0.5,16.6,42,1,0,0,8,0,0,100.0,5.6
369,Roberto,Pereyra,Pereyra,WAT,MID,75.7,2.2,0.7,51,1320,3,0,4,0,1.7,0.3,9.1,17,0,0,0,3,0,0,100.0,5.6
370,Will,Hughes,Hughes,WAT,MID,65.4,2.4,0.3,50,1507,1,1,5,3,2.3,0.4,9.4,27,0,0,0,4,0,0,100.0,5.3
371,Tom,Cleverley,Cleverley,WAT,MID,47.9,2.5,0.1,25,655,1,0,1,2,0.3,0.1,5.2,17,0,0,0,0,0,0,100.0,4.8
372,Ken,Sema,Sema,WAT,MID,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.7
373,Etienne,Capoue,Capoue,WAT,MID,73.4,2.6,0.4,62,2138,0,3,7,5,2.0,0.4,12.9,40,0,0,0,7,0,0,100.0,4.8
374,Nathaniel,Chalobah,Chalobah,WAT,MID,27.2,1.9,0.2,28,771,0,1,2,2,0.3,0.1,6.4,10,0,0,0,1,0,0,100.0,4.4
375,Domingos,Quina,Quina,WAT,MID,1.5,1.0,0.1,4,18,0,0,0,0,0.0,0.0,0.9,2,0,0,0,0,0,0,100.0,4.3
376,Aaron,Cresswell,Cresswell,WHU,DEF,87.9,2.7,1.2,63,2023,3,0,4,5,1.2,0.3,13.7,40,0,0,0,7,0,0,100.0,4.6
377,Angelo,Ogbonna,Ogbonna,WHU,DEF,63.4,2.7,1.1,65,2160,2,0,6,0,1.5,0.3,14.4,36,1,0,0,4,0,0,100.0,4.5
378,Arthur,Masuaku,Masuaku,WHU,DEF,41.4,1.7,0.4,25,908,0,1,2,3,0.0,0.0,6.0,18,0,0,0,3,1,0,100.0,4.2
379,Pablo,Zabaleta,Zabaleta,WHU,DEF,17.4,1.0,0.5,10,588,0,0,0,0,0.2,0.0,2.4,14,0,0,0,2,0,0,,4.2
380,Ryan,Fredericks,Fredericks,WHU,DEF,65.4,2.9,0.3,57,1686,0,2,6,5,0.2,0.0,13.0,30,0,0,0,5,0,0,0.0,4.4
381,Issa,Diop,Diop,WHU,DEF,69.2,2.3,2.1,54,1955,3,0,3,2,2.8,0.7,12.6,42,0,0,0,8,0,0,100.0,4.3
382,Fabián,Balbuena,Balbuena,WHU,DEF,41.5,2.8,0.3,36,1081,1,0,3,3,0.0,0.0,8.4,22,0,0,0,2,0,0,,4.3
383,Winston,Reid,Reid,WHU,DEF,0.0,0.0,4.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.0
384,Ben,Johnson,Johnson,WHU,DEF,0.0,0.0,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,3.9
385,Marko,Arnautovic,Arnautovic,WHU,FWD,0.0,0.0,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,7.0
386,Javier,Hernández Balcázar,Chicharito,WHU,FWD,7.7,4.5,0.3,9,106,1,0,0,2,0.0,0.0,1.5,4,0,0,0,0,0,0,0.0,6.0
